client_id,round,timestamp,mu_boundary_hits_min,final_train_loss,mu_range_min,mu_range_mean,mu_adaptations,final_mu,loss,final_learning_rate,mu_boundary_hits_max,mu_decreases,final_val_loss,epochs_trained,mu_increases,mu_adaptation_rate,mu_range_max
1400,6,2025-08-29T12:59:01.396024,0,0.21462758938637927,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.21908433237719518,0.00024122206073603141,0,10,0.19437275651022395,10,0,0.2,0.05
544731,6,2025-08-29T12:59:01.396031,0,0.249168517607096,0.013107200000000006,0.02822445714285715,6,0.013107200000000006,0.23704382096580534,0.00024122206073603141,0,6,0.17887557892805703,10,0,0.15,0.05
951946,6,2025-08-29T12:59:01.396038,0,0.2597168763313373,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.2564727668573341,0.00024122206073603141,0,5,0.15397717934876023,10,0,0.1,0.05
755626,6,2025-08-29T12:59:01.396044,0,0.26743556140861985,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.2452522404244065,0.00048244412147206283,0,10,0.16084206100098064,10,0,0.2,0.05
579795,6,2025-08-29T12:59:01.396050,0,0.2045500096038123,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.2090158327090963,0.00024122206073603141,0,10,0.17380473710575692,10,0,0.16666666666666666,0.05
160027,6,2025-08-29T12:59:01.396056,0,0.23359957310007742,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.22511418531323776,0.00048244412147206283,0,10,0.1832512070990765,10,0,0.2,0.05
178375,6,2025-08-29T12:59:01.396061,0,0.21388907704971816,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.21777658737744715,0.00048244412147206283,0,10,0.19438380566341787,10,0,0.2,0.05
694039,7,2025-08-29T13:00:33.009240,0,0.24904826684417578,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.2390910722286396,0.00023810338155825245,0,5,0.19201703498773712,10,0,0.1,0.05
305869,7,2025-08-29T13:00:33.009258,0,0.21575237365694305,0.013107200000000006,0.02822445714285715,6,0.013107200000000006,0.20880824884232685,0.0004762067631165049,0,6,0.16117642227575868,10,0,0.12,0.05
579795,7,2025-08-29T13:00:33.009265,0,0.19700473150081724,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.20020973128136074,0.00023810338155825245,0,10,0.170170629517037,10,0,0.14285714285714285,0.05
160027,7,2025-08-29T13:00:33.009271,0,0.228613235466976,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.21386849673616806,0.0004762067631165049,0,10,0.1737224339978998,10,0,0.16666666666666666,0.05
951946,7,2025-08-29T13:00:33.009278,0,0.2665059022314758,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.2488357373282643,0.0004762067631165049,0,5,0.15520350587688622,10,0,0.08333333333333333,0.05
1400,7,2025-08-29T13:00:33.009284,0,0.22248619211509948,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.21350522622727114,0.0004762067631165049,0,10,0.1917208021184641,10,0,0.16666666666666666,0.05
123935,7,2025-08-29T13:00:33.009290,0,0.23887902471636022,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.22678559576826438,0.0004762067631165049,0,10,0.21357306882707158,10,0,0.16666666666666666,0.05
755626,7,2025-08-29T13:00:33.009296,0,0.24339021931319127,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.23086961892872987,0.0004762067631165049,0,10,0.1680512323399583,10,0,0.16666666666666666,0.05
951946,8,2025-08-29T13:02:00.979263,0,0.24393145459576196,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.2340827535517615,0.0004690766700109659,0,5,0.15320441421931996,10,0,0.07142857142857142,0.05
579795,8,2025-08-29T13:02:00.979282,0,0.20365116257812374,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.1914022219410845,0.0004690766700109659,0,10,0.18135987046886892,10,0,0.125,0.05
305869,8,2025-08-29T13:02:00.979289,0,0.19533783588540574,0.010485760000000005,0.026007120000000005,7,0.010485760000000005,0.1923908414862314,0.0004690766700109659,0,7,0.17545559646943623,10,0,0.11666666666666667,0.05
160027,8,2025-08-29T13:02:00.979295,0,0.1937137180330296,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.19739595073098037,0.0004690766700109659,0,10,0.18233215968719219,10,0,0.14285714285714285,0.05
123935,8,2025-08-29T13:02:00.979301,0,0.21650696120091847,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.2075888686414276,0.0004690766700109659,0,10,0.20702671790914312,10,0,0.14285714285714285,0.05
755626,8,2025-08-29T13:02:00.979306,0,0.23801841256896075,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.21594013038581225,0.0004690766700109659,0,10,0.1536345763498931,10,0,0.14285714285714285,0.05
694039,8,2025-08-29T13:02:00.979312,0,0.2404499414628721,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.22931440568024253,0.00023453833500548295,0,5,0.1907282252476718,10,0,0.08333333333333333,0.05
544731,8,2025-08-29T13:02:00.979317,0,0.22779621795666527,0.013107200000000006,0.02822445714285715,6,0.013107200000000006,0.22157429237953993,0.0004690766700109659,0,6,0.16804802089692428,10,0,0.12,0.05
694039,9,2025-08-29T13:03:29.686072,0,0.22353349853533513,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.21528830882957034,0.00046108198137550377,0,5,0.19693714792793196,10,0,0.07142857142857142,0.05
951946,9,2025-08-29T13:03:29.686090,0,0.2204625359575221,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.22100393618047565,0.00023054099068775188,0,5,0.15069188758694455,10,0,0.0625,0.05
160027,9,2025-08-29T13:03:29.686098,0,0.18799431709617836,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.188652784231719,0.00023054099068775188,0,10,0.1703349868660898,10,0,0.125,0.05
579795,9,2025-08-29T13:03:29.686104,0,0.17922348306279315,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.18095394472513243,0.00046108198137550377,0,10,0.17028007090759545,10,0,0.1111111111111111,0.05
178375,9,2025-08-29T13:03:29.686111,0,0.18418062330755586,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17760151392626294,0.00046108198137550377,0,10,0.18684231427706985,10,0,0.16666666666666666,0.05
305869,9,2025-08-29T13:03:29.686117,0,0.18630678792349412,0.008388608000000004,0.024049507555555558,8,0.008388608000000004,0.17618311576102919,0.00046108198137550377,0,8,0.1563016036564336,10,0,0.11428571428571428,0.05
755626,9,2025-08-29T13:03:29.686123,0,0.21140594315751923,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.20179487671122234,0.00046108198137550377,0,10,0.16578260186753072,10,0,0.125,0.05
1400,9,2025-08-29T13:03:29.686128,0,0.20437513854743322,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.19806032777513516,0.00046108198137550377,0,10,0.1890136968608313,10,0,0.14285714285714285,0.05
755626,10,2025-08-29T13:05:00.178325,0,0.20928105016446163,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.19743168901597882,0.0004522542485937369,0,10,0.15881034568825417,10,0,0.1111111111111111,0.05
160027,10,2025-08-29T13:05:00.178344,0,0.1715280439247549,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17889916697937194,0.00022612712429686844,0,10,0.19310436403812686,10,0,0.1111111111111111,0.05
123935,10,2025-08-29T13:05:00.178352,0,0.18844419265432016,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.1895459463420723,0.00022612712429686844,0,10,0.19672784997385626,10,0,0.125,0.05
305869,10,2025-08-29T13:05:00.178358,0,0.1642647240885403,0.006710886400000004,0.022315645440000004,9,0.006710886400000004,0.16329192639205212,0.0004522542485937369,0,9,0.14571217584684804,10,0,0.1125,0.05
579795,10,2025-08-29T13:05:00.178364,0,0.1822902828315708,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17334070605721985,0.0004522542485937369,0,10,0.16731481638108314,10,0,0.1,0.05
544731,10,2025-08-29T13:05:00.178371,0,0.21217232628282973,0.013107200000000006,0.02822445714285715,6,0.013107200000000006,0.19868052555657897,0.00022612712429686844,0,6,0.17311333420263994,10,0,0.1,0.05
694039,10,2025-08-29T13:05:00.178378,0,0.2036502979898206,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.20733396022413095,0.00022612712429686844,0,5,0.1902591050789242,10,0,0.0625,0.05
951946,10,2025-08-29T13:05:00.178383,0,0.22325148335496853,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.21462434133774672,0.0004522542485937369,0,5,0.1565016827985535,10,0,0.05555555555555555,0.05
178375,11,2025-08-29T13:06:28.524851,0,0.15659148325311376,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.16610946843184152,0.00022131415534697366,0,10,0.1885795431812149,10,0,0.14285714285714285,0.05
544731,11,2025-08-29T13:06:28.524877,0,0.18669422543763112,0.013107200000000006,0.02822445714285715,6,0.013107200000000006,0.18950235800533044,0.0004426283106939473,0,6,0.16988765094577477,10,0,0.08571428571428572,0.05
160027,11,2025-08-29T13:06:28.524885,0,0.17430105951014552,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17661412440070678,0.00022131415534697366,0,10,0.16660091372906155,10,0,0.1,0.05
579795,11,2025-08-29T13:06:28.524891,0,0.1552920207102722,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.1603464711248596,0.00022131415534697366,0,10,0.16121279377312886,10,0,0.09090909090909091,0.05
1400,11,2025-08-29T13:06:28.524896,0,0.16773693066059137,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17978387308808474,0.00022131415534697366,0,10,0.1875655831200243,10,0,0.125,0.05
755626,11,2025-08-29T13:06:28.524902,0,0.19575314322900872,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.18912521449697983,0.0004426283106939473,0,10,0.15675585078275264,10,0,0.1,0.05
