fold,epoch,train_loss,train_acc,train_roc_auc,train_precision,train_recall,train_f1,test_loss,test_acc,test_roc_auc,test_precision,test_recall,test_f1,lr
1,28,0.15154959507358884,0.9451632278696774,0.9851663009017855,0.9483827012296012,0.9423901479738225,0.9453769283011546,0.13053802150086716,0.9497435231478475,0.9895541726000051,0.9660865113898132,0.9368329610325142,0.9512348790322581,0.001
1,29,0.15025830540118865,0.944156750702099,0.985642159510798,0.9484798122983674,0.9399644760213144,0.9442029455654318,0.12815217924519226,0.9513018635153562,0.989681213557692,0.9590452261306532,0.9473814842392654,0.9531776751154951,0.001
1,30,0.1499590485637049,0.9453742634048149,0.9856045245071144,0.9482820271104899,0.9426743359400246,0.9454698666320958,0.12843577133921477,0.9517563794558795,0.9898495255036287,0.9559905248722105,0.9516008935219658,0.9537906586230487,0.001
1,31,0.14853542489768232,0.9456339994480609,0.9858578569178473,0.9500164095831966,0.9406622688720632,0.9453161994023807,0.1279252672997805,0.9518862411531719,0.9896688508517524,0.9517224348685023,0.9565649044427897,0.9541375255307297,0.001
1,32,0.14907632869424173,0.9460398370156329,0.9858253715836602,0.9472721332897746,0.9443105581970951,0.9457890273338118,0.12967805019938028,0.9527303421855724,0.9895814077341427,0.9593883178741539,0.9498634896996774,0.95460214517336,0.001
1,33,0.15110015171100794,0.9446762227885911,0.9854926960744399,0.9480088495575221,0.9415147990177071,0.9447506646780365,0.12521736789494753,0.9538341666125576,0.9904860231792877,0.9603960396039604,0.9509803921568627,0.9556650246305419,0.001
1,34,0.15013872115936094,0.9441242836966932,0.985728111591626,0.9446128769356154,0.9432598717406165,0.9439358895006027,0.12595644421302354,0.9541588208557886,0.9902832426909536,0.961577096936213,0.9503598907917598,0.9559355885657221,0.001
1,35,0.14515475932400204,0.9471274816967257,0.9864013001507373,0.9491041543610947,0.9443011525025303,0.946696561543623,0.12467261719015929,0.9530549964288033,0.9900733639982523,0.9522752497225305,0.9583023082650782,0.9552792725923177,0.001
1,36,0.14710422594425748,0.9455852989399522,0.9860985551166888,0.9452747609012806,0.9460108367671393,0.9456426555962767,0.13932301935095054,0.946496980715538,0.9886524386878233,0.9405602923264312,0.9583023082650782,0.9493484140644209,0.001
1,37,0.14324770079365054,0.9482475933832243,0.9867398858644428,0.9505355914436401,0.9453331161426942,0.9479272157067721,0.12034279874597605,0.9545484059476658,0.990793138821577,0.9561120753781305,0.9570613055348722,0.9565864549739519,0.001
1,38,0.14429524526434037,0.9477118877940294,0.9864346947454813,0.9490580796558242,0.9461286025278617,0.947591076978148,0.12296284491626117,0.9543536134017272,0.9904792122831927,0.9625204376807949,0.9497393894266567,0.956087200949466,0.001
1,39,0.14213797768342842,0.9480690248534926,0.9869178538762945,0.9496869627274792,0.9467080584659164,0.948195170928406,0.12233984857224502,0.9540938900071424,0.9906820350227433,0.9632010081915564,0.9484983866964507,0.9557931595072844,0.001
1,40,0.14571462604172022,0.946429441080502,0.9863904264033403,0.9489256090392528,0.9436253815678379,0.9462680734661977,0.12550190184265375,0.9538341666125576,0.9905116189662264,0.9661210506280928,0.9448994787788533,0.9553924336533032,0.001
1,41,0.1441268361743214,0.946413207577799,0.9866089198198968,0.9490786281067611,0.9430489036588147,0.946054158291252,0.12376624360107459,0.95396402830985,0.9904175001564139,0.9558367448207419,0.9561926036237279,0.9560146411067684,0.001
1,42,0.14438375497905953,0.9457638674696839,0.9866547682263904,0.9493049877350777,0.9418808411214953,0.9455783421022625,0.12154166049395616,0.955002921888189,0.9907171626841178,0.9616397141782626,0.9519731943410276,0.9567820392890551,0.001
1,43,0.14308272580643303,0.9465430755994221,0.986948283899232,0.947599685204617,0.9445951688294708,0.946095041660528,0.1239412442709391,0.9549379910395429,0.990553067409585,0.9560317067129056,0.9579300074460164,0.956979915695512,0.0005
1,44,0.13325525002861485,0.9511371568643366,0.9886212393171583,0.9504928024899494,0.9518506493506493,0.9511712413211343,0.11752516059921338,0.9571456398935134,0.9914242874932307,0.9628378378378378,0.9549516008935219,0.9588785046728971,0.0005
1,45,0.13026549330758816,0.9526306391130014,0.9889933545330629,0.954767445671769,0.9498483712133564,0.9523015561658167,0.11645375507382247,0.9562366080124667,0.9918980757342576,0.9696006105316713,0.9460163812360387,0.9576633165829146,0.0005
1,46,0.12933652848005295,0.9522735020535381,0.9891256206149901,0.9551826194425472,0.9495005011153859,0.9523330847303739,0.11518928021765672,0.9559119537692358,0.9917285892045031,0.9687460297293864,0.94626458178208,0.9573733442149539,0.0005
1,47,0.12746380497384996,0.952955309167059,0.9894895591190959,0.9518439302611964,0.9541320166320166,0.9529866000454236,0.11354340498264019,0.9576650866826829,0.9918491234748535,0.9634543178973717,0.9553239017125837,0.9593718843469591,0.0005
1,48,0.12842060833518365,0.9527280401292186,0.9892467788156765,0.9522957856399584,0.9529775463716238,0.9526365440291468,0.11636913238236538,0.9557171612232972,0.9914935203365414,0.9587064676616915,0.9565649044427897,0.9576344887563673,0.0005
1,49,0.12729788397990385,0.953231278713008,0.9894909713667639,0.9521843148821814,0.9533403333770836,0.9527619734706259,0.11613469062229761,0.9570807090448672,0.9916854760632156,0.9632970061380434,0.954331099528419,0.9587930926999564,0.0005
1,50,0.12501231063772172,0.9546598269508612,0.9897970363385686,0.9563486842105263,0.9519958086381348,0.9541672820361345,0.11636467414120069,0.9570157781962211,0.9920366259233118,0.9728900255754476,0.9441548771407298,0.958307091573246,0.0005
1,51,0.12552809277639806,0.9539130858265288,0.9897745736309045,0.9537789286292281,0.9543040352354427,0.9540414096773672,0.11349111408568345,0.9574053632880982,0.9919893045608632,0.9702668360864041,0.9476296847853065,0.9588146659969864,0.0005
1,52,0.125201555818898,0.9544974919238324,0.9896588025567402,0.9557293370852693,0.9527055676962719,0.9542150569249114,0.11463481832582217,0.9582494643204986,0.9919937240381063,0.9678233438485805,0.951849094068007,0.9597697553650754,0.0005
1,53,0.12824963120002192,0.9536533497832828,0.9891885925887473,0.954362810754304,0.9524647887323944,0.9534128551147953,0.12204310971383865,0.9548730601908967,0.9915710428685237,0.9646598510665152,0.9484983866964507,0.9565108566422627,0.0005
1,54,0.12905545514619465,0.9530040096751676,0.9890844961782481,0.9532704218957746,0.952868719611021,0.9530695284257623,0.11548583245334718,0.9569508473475749,0.9916385603124455,0.9616681233612187,0.9558203028046661,0.9587352959482168,0.0005
1,55,0.12617143297803055,0.9543838574049123,0.9897069912348538,0.9556839455167516,0.9537138439734587,0.954697878377507,0.11359244140868004,0.9581845334718525,0.9920655933573246,0.9664066431806744,0.9532141970712336,0.9597650880919655,0.0005
1,56,0.12309804649173635,0.9547409944643755,0.990059093467341,0.9561590752356245,0.9524681867251137,0.9543100622746641,0.11508003063499928,0.9570807090448672,0.9919059936122244,0.9635292643188369,0.9540828989823777,0.9587828147409116,0.0005
1,57,0.12566037298840227,0.9544325579130208,0.9896052070843345,0.9572349150556532,0.9516906649409481,0.9544547386866998,0.11247143178031994,0.9597428738393611,0.992435325302425,0.9647588102974256,0.958054107719037,0.9613947696139477,0.0005
1,58,0.1238755555371347,0.9546273599454554,0.9899554889915977,0.953661216312286,0.9559161727075438,0.9547873631084295,0.11335825010274465,0.9588987728069606,0.991997306941263,0.9621561060624922,0.9591710101762224,0.9606612392020384,0.0005
1,59,0.1243072693570725,0.9555039690914109,0.989764399147232,0.957071612503667,0.9537452088611706,0.9554055153339299,0.11526142848798862,0.9571456398935134,0.9921001548523982,0.9676359039190897,0.9498634896996774,0.9586673346693386,0.0005
1,60,0.1236206318423586,0.9542377558805863,0.9901024478026836,0.9554071661237785,0.9528930184204542,0.9541484361022105,0.11437021718861964,0.9574702941367443,0.991835501682663,0.9619368526145015,0.9565649044427897,0.9592433576006472,0.0005
1,61,0.12252362162887472,0.9546435934481583,0.9902224143821958,0.9566049983771503,0.9528936307791788,0.9547457078069322,0.11544483405752824,0.9594831504447763,0.9920721169451479,0.9617391304347827,0.9607843137254902,0.9612614849764093,0.0005
1,62,0.12332856051117472,0.956153309199526,0.9898957849588004,0.9567806314411909,0.9549373040752351,0.9558580790664989,0.11392744172077912,0.9583143951691449,0.9918912310371892,0.9637318659329664,0.9563167038967486,0.9600099663635231,0.0005
1,63,0.12340133011485767,0.9546111264427526,0.9901789532976057,0.9568979591836735,0.9520483415093727,0.9544669901963977,0.11330022390645283,0.9588338419583144,0.9920317247822009,0.9619213539074166,0.959295110449243,0.9606064371815584,0.00025
1,64,0.12087843693720485,0.9553254005616791,0.9903267412024485,0.9572488898972548,0.9537249329931863,0.9554836622452281,0.10941662739675778,0.9597428738393611,0.9925684504352839,0.9661569315617949,0.9565649044427897,0.9613369917685208,0.00025
1,65,0.1115922145726322,0.959205207707667,0.9917072943377755,0.9597549450907551,0.9584119752684673,0.9590829900516143,0.11174698274296063,0.9593532887474839,0.9925193798724736,0.9642678660669665,0.9578059071729957,0.9610260241563939,0.00025
1,66,0.11569205250193193,0.9583448320644146,0.9910426933532732,0.9576023391812866,0.95897319104633,0.9582872748553222,0.10927437983739835,0.9596779429907148,0.9926714335503118,0.9706366282749019,0.9517249937949863,0.9610877874553544,0.00025
1,67,0.11456782340063053,0.9589292381617182,0.9911849505134689,0.9606967106967107,0.9575346886092287,0.9591130935065775,0.11478116649847764,0.9581845334718525,0.9926379705868664,0.9723496432212029,0.9470091834202036,0.9595121337859928,0.00025
1,68,0.11367871066175618,0.9594162432428045,0.9914585971555568,0.9590995459083443,0.9603366547354165,0.9597177016531855,0.10902843610025369,0.9613012142068696,0.9926170139834964,0.9673096192384769,0.9584264085380988,0.9628475252462286,0.00025
1,69,0.10980872325237515,0.9607149234590348,0.9919749759869626,0.9627991675338189,0.95868410827613,0.9607372314880914,0.1110507337233195,0.9595480812934225,0.9925942659285482,0.9675512514149164,0.9547034003474808,0.9610843900306077,0.00025
1,70,0.10963670151687942,0.9595948117725361,0.9920043391203276,0.959416115729528,0.9591335929064555,0.959274833516043,0.11077153990761592,0.9608466982663464,0.9926819794539432,0.9675153643546971,0.9573095060809134,0.9623853783294867,0.00025
1,71,0.11002683124134263,0.9609908930049836,0.9917787932898999,0.9591203104786546,0.9630134762136711,0.9610629506602932,0.10964817353166066,0.9626647620284398,0.992996032745977,0.9659982563208369,0.9625217175477786,0.9642568533598558,0.00025
1,72,0.1042812584890324,0.9622571062158082,0.9927356718220517,0.9617896481138513,0.9626341463414634,0.9622117119313472,0.1126561975106597,0.9598727355366534,0.9926359594289624,0.9630321135175504,0.9601638123603872,0.9615958240119314,0.00025
1,73,0.108017252306047,0.9615752991022873,0.9921958388941994,0.96299695191898,0.9595689092096669,0.9612798743681602,0.11660563351156619,0.9600025972339459,0.9923512707323762,0.9712512664640324,0.9517249937949863,0.9613889933558982,0.00025
1,74,0.10423330076545187,0.9621434716968881,0.9926084190143493,0.9616260162601626,0.9625024412473147,0.9620640291514836,0.11141917582314748,0.9603272514771768,0.9928396271928424,0.9657285803627267,0.9581782079920576,0.961938578458855,0.000125
1,75,0.10444110172610839,0.9613967305725556,0.9927854629905409,0.9624451046241281,0.9608317214700194,0.9616377363360651,0.11546589154750109,0.9620154535419778,0.9929205974240888,0.9717207423305139,0.9551998014395632,0.9633894486513549,0.000125
1,76,0.10246596035086414,0.9634259184104154,0.992746560441263,0.9617815906598722,0.9654245848036518,0.9635996445593343,0.11090453563687894,0.9625349003311473,0.9928668116255202,0.9689106180268271,0.9591710101762224,0.9640162145307141,0.000125
1,77,0.10140458183381164,0.9633772179023068,0.9930368497938851,0.9628737054647301,0.9636268822110684,0.9632501466084576,0.10951385496614072,0.9616258684501007,0.9928316586134157,0.9654656526617629,0.9610325142715314,0.9632439828347534,0.000125
1,78,0.1042159157217417,0.9628415123131118,0.992616974397038,0.9633117200482226,0.9621517833897423,0.9627314023347824,0.1111005788955551,0.961041490812285,0.9928077359746496,0.9635753356539035,0.9619012161826757,0.962737548130667,0.000125
2,1,0.9661226446912127,0.7207350530023863,0.7799080336074109,0.723331039229181,0.71584717176959,0.7195696470780014,0.2198764578654216,0.9155898967599506,0.9753784557079994,0.9239944169521634,0.9121884003507453,0.9180534543620776,0.001
2,2,0.25786971619117605,0.9023392477394847,0.9633315207619622,0.9133740122036611,0.8890655934568823,0.9010558863195289,0.18557779003794378,0.9287708590351276,0.9811462393444792,0.9331907398087569,0.9290993360891895,0.9311405435942502,0.001
2,3,0.21750930226543574,0.920439603253194,0.9729101493296626,0.9294325296390036,0.909354533902447,0.9192839144254681,0.1818741297779175,0.9295500292188819,0.9824279634125456,0.9210205078125,0.9451334084930477,0.9329211746522411,0.001
2,4,0.20416938112054056,0.9254557555883833,0.9754196019780144,0.931061832843121,0.9183154600867043,0.9246447208638288,0.17002969636366919,0.9324069865593143,0.9835330432385859,0.9269372693726937,0.9440060127771515,0.9353937814187302,0.001
2,5,0.19072773539036222,0.9295141312641029,0.9784723960192618,0.9345409364373528,0.9243257227863657,0.9294052612753227,0.1632822620897339,0.9358483215375625,0.9842328570482428,0.9361516398553436,0.9403732932481523,0.9382577177852769,0.001
2,6,0.18775712304468295,0.9309751465073619,0.9788852582169887,0.9367391803655215,0.9247238687526318,0.9306927465362673,0.15880003664642572,0.9383156937861178,0.9849139265236281,0.9413832057236099,0.9394964299135663,0.9404388714733543,0.001
2,7,0.18400828102693975,0.9325010957614325,0.9797251856989637,0.9373631043839289,0.9274785702733301,0.9323946409989594,0.1643312991811679,0.9362379066294396,0.9851840729087732,0.9257997810485342,0.9534009770762871,0.9393976795852876,0.001
2,8,0.17657856158550503,0.935098456193893,0.9808953619529952,0.941017618969208,0.928299925278581,0.9346155104176888,0.1595230381219433,0.9351340822024544,0.9845826584106486,0.9328210213187903,0.9427533508706,0.9377608871721388,0.001
2,9,0.17819436411689787,0.9343679485722635,0.9804811910765222,0.9370448979591837,0.9313579125016227,0.9341927502970523,0.15593518889867342,0.9379261086942406,0.9854818038615154,0.9356478611283323,0.9452586746837028,0.9404287138584247,0.001
2,10,0.17366970399195708,0.9346276846155095,0.9815543831402411,0.9381155613919895,0.9302666276003516,0.9341746081043529,0.15226553129748657,0.940393480942796,0.9859378062313395,0.9409561852452877,0.9442565451584617,0.9426034763036139,0.001
2,11,0.17386344328378012,0.9366244054479635,0.9811547502832421,0.941997887230952,0.9300241183755948,0.9359727096795355,0.1549126893425217,0.9390948639698721,0.9857209545479615,0.946281515266692,0.9356131780032569,0.9409171075837742,0.001
2,12,0.16914966930318803,0.9368354409831009,0.9822603817127658,0.9442527035466588,0.9290149408188345,0.9365718477463526,0.1527373706921935,0.9398740341536264,0.9856882448403179,0.9396884735202492,0.9446323437304271,0.9421539230384808,0.001
2,13,0.16956218252482924,0.938150354702034,0.982036099799483,0.941100941594785,0.9339671959746455,0.9375204985241062,0.14967619620550138,0.9407181351860269,0.9866514672068547,0.9326805385556916,0.9545283727921834,0.9434779917043273,0.001
2,14,0.16427136802123588,0.9383613902371715,0.9832141010837554,0.9420252092629384,0.9348093083387201,0.938403387245916,0.14606068598536345,0.9410427894292578,0.9868799538869112,0.940809968847352,0.9457597394463234,0.9432783608195902,0.001
2,15,0.16660052820027454,0.9382477557182514,0.9826472820604033,0.9433689400164339,0.9323977520059773,0.9378512612730362,0.14868555697970665,0.9421466138562431,0.9863720668620873,0.9496576211006847,0.9381185018163598,0.9438527947570735,0.001
2,16,0.16469992364494546,0.9396113699452932,0.9830132248539506,0.9438795591708213,0.9347430650295588,0.9392890948852695,0.14390720061671275,0.942471268099474,0.9872481956214114,0.9416303671437461,0.9477639984968057,0.9446872268697715,0.001
2,17,0.163869740314854,0.9400009740101621,0.9830947041715059,0.9444955333683658,0.9347939149655441,0.9396196824152127,0.14875168790324375,0.9414973053697812,0.9868014894281785,0.9380257298367145,0.9498935237379431,0.9439223252629614,0.001
2,18,0.16188974580863147,0.9407801821399003,0.9834459715089183,0.945669961379852,0.9356259309630205,0.9406211341884237,0.14433914594925368,0.9429257840399974,0.9873109300374647,0.9436672495628279,0.9463860703995991,0.945024704484333,0.001
2,19,0.1641882227245465,0.9391568318696125,0.9829813024211079,0.942555839392153,0.9352050432183011,0.9388660533698702,0.1463363917114643,0.9416920979157197,0.9872287167118777,0.9348226340984411,0.9540273080295628,0.9443273403595784,0.001
2,20,0.1644161789162645,0.9379880196750052,0.9831151159583388,0.9393247431087914,0.936270525117867,0.9377951473701351,0.1423597509184709,0.9433153691318745,0.9875843946763794,0.9492039423805914,0.940999624201428,0.9450839781090772,0.001
2,21,0.16141827400882267,0.9394490349182643,0.9836231239549582,0.9439292012278754,0.9348922957500485,0.9393890152746182,0.13935591875074002,0.9429257840399974,0.9881924794556186,0.93690036900369,0.9541525742202179,0.9454477750884379,0.001
2,22,0.1565139736365346,0.9422574308858622,0.9845866619773026,0.9445038390514141,0.9405122911155558,0.9425038390042835,0.14128739931262457,0.9450685020453218,0.9883552680883924,0.9396328692866823,0.9554052361267694,0.9474534161490683,0.001
2,23,0.16042730237529115,0.9406827811236831,0.9836927984388197,0.9437861130153756,0.9373601789709173,0.9405621706031622,0.1370673175328053,0.9460424647750146,0.9886443614492606,0.9392041267501843,0.9579105599398722,0.9484651162790698,0.001
2,24,0.15785130388239055,0.9417217252966673,0.9841716658712376,0.9464122336949419,0.9369217830109335,0.9416430963295296,0.13404840073333338,0.947860528537108,0.9890102812504612,0.94740777666999,0.9522735813603909,0.9498344474292497,0.001
2,25,0.15764345756722886,0.9409749841723348,0.9844284401070028,0.941733002740441,0.9397708034900377,0.9407508799374267,0.13644359826755065,0.9461073956236608,0.988617443909775,0.9423623995052567,0.9544031066015283,0.9483445357231765,0.001
2,26,0.15442153438925743,0.9425334004318112,0.9850509885628478,0.9448181283876445,0.9399077502760995,0.9423565426952387,0.13514730527710456,0.94850983702357,0.9886171399475977,0.9585459183673469,0.9413754227733935,0.9498830815900904,0.001
2,27,0.1545051978268091,0.9432963750588464,0.9848069314986276,0.947093938598793,0.9388717281742806,0.94296491027546,0.13302049370339283,0.9483799753262775,0.9891156125883166,0.9566709021601016,0.9431291494425654,0.9498517630732354,0.001
2,28,0.15802643889362372,0.9432476745507378,0.9840861551703497,0.9477965878400633,0.937728102189781,0.9427354627354627,0.13311265917638174,0.947860528537108,0.98905183119143,0.953511874684184,0.9455092070650132,0.9494936788477263,0.001
2,29,0.15915686546743496,0.940958750669632,0.9840608360856026,0.945183157345848,0.9368478857770456,0.9409970636427053,0.13066736300690815,0.9494188689046166,0.9893951564707791,0.9590874330869232,0.9426280846799449,0.9507865310506033,0.001
2,30,0.15371652761275328,0.9433937760750637,0.9849450062507816,0.9460476377437508,0.9402334731570904,0.9431315948268832,0.13209345206045187,0.9493539380559703,0.9897413525040252,0.9458957533737774,0.9570336966052863,0.9514321295143213,0.001
2,31,0.15181784378816782,0.9439781821723673,0.9853119159575258,0.948665568369028,0.9383086198468307,0.9434586712541984,0.13481445094713798,0.9482501136289851,0.9891147429187537,0.9671086843473738,0.9318551922836027,0.9491547049441786,0.001
2,32,0.15430525238218817,0.9430204055128976,0.9848836755587407,0.9456585942114589,0.9395539906103286,0.9425964085958198,0.13465962637788975,0.9474060125965846,0.9892470508998513,0.9378586253204737,0.9622948766128022,0.9499196240880425,0.001
2,33,0.15297265119344286,0.9437671466372299,0.9850789514800219,0.9468420017052535,0.9399986977471025,0.9434079398791048,0.1289797659533528,0.9501331082397247,0.9896157907945865,0.9558953620624289,0.9475134661154955,0.9516859587317564,0.001
2,34,0.15328083465834266,0.9430204055128976,0.9851515138674154,0.9441558441558442,0.9420149011985747,0.943084157613102,0.12694991308336073,0.9500681773910785,0.9901940535068673,0.9445403007148139,0.9600400851810097,0.9522271230664099,0.001
2,35,0.14897503013026367,0.9451307608642717,0.9857251140269809,0.9475731996834609,0.9413653039832285,0.9444590508741948,0.13054172264841887,0.9490942146613857,0.9895682967043712,0.9504442497810036,0.9513967180258048,0.950920245398773,0.001
2,36,0.1495897841540355,0.945082060356163,0.985880831123771,0.9461744353048701,0.9435565248527066,0.9448636667372916,0.12862697401298925,0.9514966560612947,0.9897154735019791,0.959954233409611,0.9458850056369785,0.9528676888131743,0.001
2,37,0.14844881685324085,0.9461697050372558,0.9859377223013698,0.9475726256072512,0.9444931916414806,0.9460304026561636,0.12775983532460836,0.9496785922992014,0.9899154552845124,0.9485934777196913,0.9546536389828385,0.9516139102203909,0.001
2,38,0.14726295803212425,0.9463807405723933,0.9861355539981427,0.9474559686888454,0.9449595003415634,0.9462060878487321,0.12439617421478033,0.9526654113369262,0.9901752078518697,0.9554244098442993,0.9531504446949768,0.954286072615539,0.001
2,39,0.15185752525491622,0.9439619486696644,0.9853387098222762,0.9468974717730128,0.9411403253452346,0.9440101209978266,0.12637763076390213,0.9516914486072333,0.9899249541025555,0.9545397463267613,0.9521483151697356,0.9533425310422676,0.001
2,40,0.1480694973425379,0.946413207577799,0.9859292541007408,0.9494752574974819,0.9436192198398347,0.9465381812292494,0.12676431553868148,0.9514966560612947,0.9901248176775758,0.9600712105798576,0.9457597394463234,0.9528617403925033,0.001
2,41,0.14776252159505215,0.9450171263453515,0.9862196144181596,0.9444389972873157,0.9448404394454617,0.9446396757163171,0.1283696981576773,0.9501331082397247,0.9899255789136979,0.9667486091344287,0.9359889765752224,0.9511201629327902,0.001
2,42,0.14840167290666728,0.9456502329507638,0.9858685114779184,0.9477763909873218,0.9425752923499052,0.9451686865378316,0.12484663488486639,0.9525355496396338,0.9903575007243587,0.9495412844036697,0.9594137542277339,0.9544519907782416,0.001
