epoch,train_loss,train_acc,train_roc_auc,train_precision,train_recall,train_f1,test_loss,test_acc,test_roc_auc,test_precision,test_recall,test_f1,lr
13,0.09244978024917817,0.9640009350406483,0.9946284102840295,0.9662061190782057,0.9613167436158281,0.963755230125523,0.14601880254159713,0.9502654050311562,0.9881217522195165,0.9504246040853799,0.9506427915518825,0.9505336852978308,0.001
14,0.09100739117204447,0.9652216825536999,0.9947032805863045,0.9672683576709072,0.9629417730736224,0.9651002163317435,0.14508415925605544,0.9504961920147703,0.9880135727662621,0.9502407704654896,0.9513314967860422,0.9507858208099117,0.001
15,0.08658636904934038,0.9663255499857146,0.9953006263644839,0.9679975062991921,0.964764666286957,0.966378382583665,0.15259469846456214,0.9526886683591046,0.987876577417286,0.9535632183908046,0.9522497704315886,0.9529060418102459,0.001
16,0.08213584451186054,0.9684943248227319,0.9957381574229123,0.9703765298963178,0.9667089492350307,0.9685392675588754,0.14534310877708526,0.9562658666051235,0.9884585679618374,0.9593439593439593,0.9533976124885216,0.9563615428900403,0.001
17,0.07852087274976509,0.9700527259032233,0.9961265312604269,0.9710438760657101,0.9690791180285344,0.9700605021941783,0.14161791800168053,0.951765520424648,0.9893254417194514,0.9477035015916325,0.9568411386593205,0.9522503998172264,0.001
18,0.07343229254280083,0.9717799537674346,0.9965856332547987,0.973139049495709,0.9705973622963537,0.9718665441033675,0.1517855297645618,0.9504961920147703,0.9892458917374547,0.9429280397022333,0.9595959595959596,0.951188986232791,0.001
19,0.0716688398213818,0.9718578738214592,0.996804891214352,0.9733907360340267,0.9704962118273731,0.9719413189004416,0.14521151630143667,0.9539579967689822,0.9891984067632664,0.9532646048109966,0.9552341597796143,0.954248366013072,0.001
20,0.0669754850551312,0.9743253421989039,0.9971640719399855,0.9746429688314396,0.9738562091503268,0.9742494301530447,0.156979792141195,0.9507269789983845,0.9879678188763824,0.9486184060287737,0.9536271808999082,0.9511161991986262,0.001
21,0.06478813071717084,0.9752603828471987,0.9973624994207505,0.9766888308193837,0.9740929968519378,0.9753891867450423,0.15327756148602428,0.9525732748672975,0.9885475989594318,0.9548074706017985,0.9506427915518825,0.9527205797768319,0.0005
22,0.055708718931860496,0.9794031323861718,0.9980095817889194,0.9800196952420441,0.9789034996893767,0.9794612794612795,0.15962803970765452,0.953381029309947,0.9884394461382439,0.9519670631290027,0.9554637281910009,0.9537121906507791,0.0005
23,0.049758953560535085,0.9810134801693462,0.9984368309373957,0.9821197201347499,0.9800372362432768,0.9810773730941472,0.16442425468743876,0.9529194553427187,0.9888204977426662,0.9558891454965358,0.9501836547291093,0.9530278609256274,0.0005
24,0.04579477360044472,0.9827017480065453,0.9986601054338663,0.9833721143036419,0.9818319454958365,0.9826014263695498,0.17495465834207577,0.948072928686822,0.9874876959853758,0.9426563916591115,0.9547750229568411,0.9486770072992701,0.0005
25,0.03994565656415915,0.9850263629516116,0.9989735423887267,0.9858399708469988,0.984174830444612,0.9850066969220166,0.17649273211457606,0.9494576505885068,0.9881933392136935,0.952634011090573,0.9465105601469238,0.94956241363427,0.0005
26,0.040934850686458066,0.9848835095192333,0.998922664236914,0.98502595674745,0.98461498344155,0.9848204272189041,0.18043362140527058,0.9502654050311562,0.9879310399928413,0.9449104511448652,0.9568411386593205,0.9508383711645945,0.0005
27,0.0384504017401994,0.9858055634918573,0.9990317905465373,0.9861703233856712,0.9854274359040964,0.9857987396868707,0.17956949012546702,0.9506115855065774,0.9877914613334355,0.9490169181527206,0.9529384756657484,0.9509736540664375,0.0005
28,0.03640728996494053,0.9867276174644815,0.9991529903090189,0.9874889684888127,0.9860045614762596,0.9867462067176761,0.18356831680084096,0.9529194553427187,0.988060312042594,0.9517162471395881,0.9547750229568411,0.9532431812972725,0.0005
29,0.037781983603096425,0.985987376951248,0.9990597207599378,0.9864054273515468,0.9853472185880998,0.9858760390077884,0.18949780340210118,0.9494576505885068,0.9877222712252242,0.9464448495897904,0.9533976124885216,0.9499085086916743,0.0005
30,0.033920746941684746,0.9873250045453364,0.9992834454236826,0.9880212954747116,0.9865280383573066,0.9872741022765796,0.19509754593259301,0.9511885529656128,0.9875230367373374,0.9470334166856104,0.9563820018365473,0.9516847515705311,0.0005
