round,strategy,timestamp,loss,loss_improvement,loss_variance,momentum_magnitude,variance_magnitude,effective_learning_rate,accuracy,convergence_rate,gradient_norm,loss_trend
2,fedadam,2025-08-31T08:19:05.912554,0.5870293278017458,0.7815000259949567,0.1526855726575295,0.09915604474030082,0.00017418130139636748,0.007491612758476764,,,,
3,fedadam,2025-08-31T08:23:47.516021,0.565106223194601,0.02192310460714475,0.13963462665913504,0.1748424603464093,0.00034667831713379004,0.009376874549099395,,0.7815000259949567,,-0.4017115653010507
