epoch,train_loss,train_acc,train_roc_auc,train_precision,train_recall,train_f1,test_loss,test_acc,test_roc_auc,test_precision,test_recall,test_f1,lr
21,0.12835035125221259,0.9509493259915327,0.9896499042388999,0.9537699504678041,0.9475863146383378,0.9506680772696995,0.13238895665211925,0.9507269789983845,0.9879942112540723,0.9482089892767511,0.9540863177226814,0.9511385742075752,0.001
22,0.12905619986326314,0.9503389522350069,0.9894813128177145,0.9529209800759507,0.9478913324708926,0.9503995019196846,0.13321266194869733,0.9494576505885068,0.9882793341557315,0.9438151336656094,0.9563820018365473,0.9500570125427594,0.0005
23,0.11748364127099746,0.9551699955845303,0.9912699821593465,0.9578854671190655,0.9529490582081476,0.955410886357178,0.1181181213850605,0.9577659819986153,0.9904407393913829,0.9548563611491108,0.9614325068870524,0.9581331503088538,0.0005
24,0.1168158719395849,0.9556245292330069,0.9913711860163341,0.9573097270965376,0.9533894989436345,0.9553455914062806,0.11896584279321391,0.957304408031387,0.9900947355861931,0.9592165898617512,0.9556932966023876,0.9574517019319227,0.0005
25,0.11528960560314386,0.9558063426923976,0.9916115360636361,0.9585682957393483,0.952871564632912,0.9557114411025938,0.1237518728935513,0.9560350796215094,0.9893953242613863,0.9633947307064584,0.9485766758494031,0.9559282822440717,0.0005
26,0.11482805645651391,0.9556245292330069,0.991623674128583,0.9585195640241512,0.9524700015583606,0.9554852073318482,0.12363982085010101,0.9531502423263328,0.9895828672721734,0.9538143382352942,0.9529384756657484,0.9533762057877814,0.0005
27,0.11412722147740278,0.956546583205631,0.9916747495712886,0.9587244472256988,0.9542458216547285,0.9564798917850268,0.1201307609805773,0.955458112162474,0.9900866660701084,0.9575841401567543,0.9536271808999082,0.9556015642972164,0.0005
28,0.11159464744452373,0.957858237448378,0.9921128914971505,0.9601024890190337,0.9552821206524283,0.9576862392259646,0.12347002815583656,0.9538426032771752,0.989570749682013,0.9513920584208124,0.9570707070707071,0.9542229343099108,0.0005
29,0.11330168185472952,0.9563777564219111,0.9918664971657545,0.9589315960912053,0.9537867399305375,0.9563522486583417,0.1265039653356733,0.9545349642280175,0.9892139066258451,0.9545663148233134,0.9550045913682277,0.9547854028000918,0.00025
30,0.10307567127425847,0.9611958130957637,0.9932038202050644,0.9636648804077899,0.9584535787640069,0.9610521650720821,0.12665251629619761,0.953496422801754,0.9898239940003281,0.9464648746329343,0.9618916437098255,0.9541159057269726,0.00025
31,0.10586355762838853,0.9604815459338718,0.9927968581402101,0.9621994027348457,0.958258328767838,0.9602248219070649,0.1208094682159095,0.9562658666051235,0.9900285016373394,0.9582853191979719,0.9545454545454546,0.956411730879816,0.00025
32,0.10043242411390817,0.962221760473754,0.9934874073685017,0.9648310846145801,0.9593375451732834,0.9620764728121293,0.12231710861469137,0.9569582275559658,0.9901139106739192,0.959824520895867,0.9543158861340679,0.9570622769655808,0.00025
33,0.09965986171411169,0.9617932001766187,0.9937115886715665,0.9646766819072502,0.9587152390102044,0.9616867218836277,0.12924378217551216,0.9530348488345257,0.989403127456808,0.9492605233219568,0.9577594123048668,0.9534910295966176,0.00025
